scenario_id,scenario_type,source_a_transaction_id,source_b_transaction_id,source_a_line_id,source_b_line_id,expected_match_method,expected_reconciliation_status,expected_review_required,expected_notes
SCN-1710,ADDITIONAL_ITEM,TXN-A-001650,TXN-B-001610,TXN-A-001650-L3294,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1711,ADDITIONAL_ITEM,TXN-A-001651,TXN-B-001611,TXN-A-001651-L3297,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1712,ADDITIONAL_ITEM,TXN-A-001652,TXN-B-001612,TXN-A-001652-L3300,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1713,ADDITIONAL_ITEM,TXN-A-001653,TXN-B-001613,TXN-A-001653-L3303,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1714,ADDITIONAL_ITEM,TXN-A-001654,TXN-B-001614,TXN-A-001654-L3306,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1715,ADDITIONAL_ITEM,TXN-A-001655,TXN-B-001615,TXN-A-001655-L3309,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1716,ADDITIONAL_ITEM,TXN-A-001656,TXN-B-001616,TXN-A-001656-L3312,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1717,ADDITIONAL_ITEM,TXN-A-001657,TXN-B-001617,TXN-A-001657-L3315,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1718,ADDITIONAL_ITEM,TXN-A-001658,TXN-B-001618,TXN-A-001658-L3318,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1719,ADDITIONAL_ITEM,TXN-A-001659,TXN-B-001619,TXN-A-001659-L3321,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1720,ADDITIONAL_ITEM,TXN-A-001660,TXN-B-001620,TXN-A-001660-L3324,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1721,ADDITIONAL_ITEM,TXN-A-001661,TXN-B-001621,TXN-A-001661-L3327,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1722,ADDITIONAL_ITEM,TXN-A-001662,TXN-B-001622,TXN-A-001662-L3330,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1723,ADDITIONAL_ITEM,TXN-A-001663,TXN-B-001623,TXN-A-001663-L3333,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1724,ADDITIONAL_ITEM,TXN-A-001664,TXN-B-001624,TXN-A-001664-L3336,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1725,ADDITIONAL_ITEM,TXN-A-001665,TXN-B-001625,TXN-A-001665-L3339,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1726,ADDITIONAL_ITEM,TXN-A-001666,TXN-B-001626,TXN-A-001666-L3342,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1727,ADDITIONAL_ITEM,TXN-A-001667,TXN-B-001627,TXN-A-001667-L3345,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1728,ADDITIONAL_ITEM,TXN-A-001668,TXN-B-001628,TXN-A-001668-L3348,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1729,ADDITIONAL_ITEM,TXN-A-001669,TXN-B-001629,TXN-A-001669-L3351,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1730,ADDITIONAL_ITEM,TXN-A-001670,TXN-B-001630,TXN-A-001670-L3354,,UNMATCHED,ADDITIONAL_ITEM,Y,Extra line in Source A not present in Source B
SCN-1731,QUANTITY_SHORTAGE,TXN-A-001671,TXN-B-001631,TXN-A-001671-L3356,TXN-B-001631-L3357,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1732,QUANTITY_SHORTAGE,TXN-A-001672,TXN-B-001632,TXN-A-001672-L3358,TXN-B-001632-L3359,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1733,QUANTITY_SHORTAGE,TXN-A-001673,TXN-B-001633,TXN-A-001673-L3360,TXN-B-001633-L3361,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1734,QUANTITY_SHORTAGE,TXN-A-001674,TXN-B-001634,TXN-A-001674-L3362,TXN-B-001634-L3363,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1735,QUANTITY_SHORTAGE,TXN-A-001675,TXN-B-001635,TXN-A-001675-L3364,TXN-B-001635-L3365,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1736,QUANTITY_SHORTAGE,TXN-A-001676,TXN-B-001636,TXN-A-001676-L3366,TXN-B-001636-L3367,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1737,QUANTITY_SHORTAGE,TXN-A-001677,TXN-B-001637,TXN-A-001677-L3368,TXN-B-001637-L3369,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1738,QUANTITY_SHORTAGE,TXN-A-001678,TXN-B-001638,TXN-A-001678-L3370,TXN-B-001638-L3371,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1739,QUANTITY_SHORTAGE,TXN-A-001679,TXN-B-001639,TXN-A-001679-L3372,TXN-B-001639-L3373,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1740,QUANTITY_SHORTAGE,TXN-A-001680,TXN-B-001640,TXN-A-001680-L3374,TXN-B-001640-L3375,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1741,QUANTITY_SHORTAGE,TXN-A-001681,TXN-B-001641,TXN-A-001681-L3376,TXN-B-001641-L3377,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1742,QUANTITY_SHORTAGE,TXN-A-001682,TXN-B-001642,TXN-A-001682-L3378,TXN-B-001642-L3379,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1743,QUANTITY_SHORTAGE,TXN-A-001683,TXN-B-001643,TXN-A-001683-L3380,TXN-B-001643-L3381,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1744,QUANTITY_SHORTAGE,TXN-A-001684,TXN-B-001644,TXN-A-001684-L3382,TXN-B-001644-L3383,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1745,QUANTITY_SHORTAGE,TXN-A-001685,TXN-B-001645,TXN-A-001685-L3384,TXN-B-001645-L3385,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1746,QUANTITY_SHORTAGE,TXN-A-001686,TXN-B-001646,TXN-A-001686-L3386,TXN-B-001646-L3387,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1747,QUANTITY_SHORTAGE,TXN-A-001687,TXN-B-001647,TXN-A-001687-L3388,TXN-B-001647-L3389,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1748,QUANTITY_SHORTAGE,TXN-A-001688,TXN-B-001648,TXN-A-001688-L3390,TXN-B-001648-L3391,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1749,QUANTITY_SHORTAGE,TXN-A-001689,TXN-B-001649,TXN-A-001689-L3392,TXN-B-001649-L3393,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1750,QUANTITY_SHORTAGE,TXN-A-001690,TXN-B-001650,TXN-A-001690-L3394,TXN-B-001650-L3395,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1751,QUANTITY_SHORTAGE,TXN-A-001691,TXN-B-001651,TXN-A-001691-L3396,TXN-B-001651-L3397,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1752,QUANTITY_SHORTAGE,TXN-A-001692,TXN-B-001652,TXN-A-001692-L3398,TXN-B-001652-L3399,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1753,QUANTITY_SHORTAGE,TXN-A-001693,TXN-B-001653,TXN-A-001693-L3400,TXN-B-001653-L3401,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1754,QUANTITY_SHORTAGE,TXN-A-001694,TXN-B-001654,TXN-A-001694-L3402,TXN-B-001654-L3403,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1755,QUANTITY_SHORTAGE,TXN-A-001695,TXN-B-001655,TXN-A-001695-L3404,TXN-B-001655-L3405,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1756,QUANTITY_SHORTAGE,TXN-A-001696,TXN-B-001656,TXN-A-001696-L3406,TXN-B-001656-L3407,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1757,QUANTITY_SHORTAGE,TXN-A-001697,TXN-B-001657,TXN-A-001697-L3408,TXN-B-001657-L3409,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1758,QUANTITY_SHORTAGE,TXN-A-001698,TXN-B-001658,TXN-A-001698-L3410,TXN-B-001658-L3411,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1759,QUANTITY_SHORTAGE,TXN-A-001699,TXN-B-001659,TXN-A-001699-L3412,TXN-B-001659-L3413,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1760,QUANTITY_SHORTAGE,TXN-A-001700,TXN-B-001660,TXN-A-001700-L3414,TXN-B-001660-L3415,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1761,QUANTITY_SHORTAGE,TXN-A-001701,TXN-B-001661,TXN-A-001701-L3416,TXN-B-001661-L3417,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1762,QUANTITY_SHORTAGE,TXN-A-001702,TXN-B-001662,TXN-A-001702-L3418,TXN-B-001662-L3419,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1763,QUANTITY_SHORTAGE,TXN-A-001703,TXN-B-001663,TXN-A-001703-L3420,TXN-B-001663-L3421,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1764,QUANTITY_SHORTAGE,TXN-A-001704,TXN-B-001664,TXN-A-001704-L3422,TXN-B-001664-L3423,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1765,QUANTITY_SHORTAGE,TXN-A-001705,TXN-B-001665,TXN-A-001705-L3424,TXN-B-001665-L3425,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1766,QUANTITY_SHORTAGE,TXN-A-001706,TXN-B-001666,TXN-A-001706-L3426,TXN-B-001666-L3427,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1767,QUANTITY_SHORTAGE,TXN-A-001707,TXN-B-001667,TXN-A-001707-L3428,TXN-B-001667-L3429,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1768,QUANTITY_SHORTAGE,TXN-A-001708,TXN-B-001668,TXN-A-001708-L3430,TXN-B-001668-L3431,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1769,QUANTITY_SHORTAGE,TXN-A-001709,TXN-B-001669,TXN-A-001709-L3432,TXN-B-001669-L3433,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1770,QUANTITY_SHORTAGE,TXN-A-001710,TXN-B-001670,TXN-A-001710-L3434,TXN-B-001670-L3435,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1771,QUANTITY_SHORTAGE,TXN-A-001711,TXN-B-001671,TXN-A-001711-L3436,TXN-B-001671-L3437,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1772,QUANTITY_SHORTAGE,TXN-A-001712,TXN-B-001672,TXN-A-001712-L3438,TXN-B-001672-L3439,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1773,QUANTITY_SHORTAGE,TXN-A-001713,TXN-B-001673,TXN-A-001713-L3440,TXN-B-001673-L3441,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1774,QUANTITY_SHORTAGE,TXN-A-001714,TXN-B-001674,TXN-A-001714-L3442,TXN-B-001674-L3443,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1775,QUANTITY_SHORTAGE,TXN-A-001715,TXN-B-001675,TXN-A-001715-L3444,TXN-B-001675-L3445,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1776,QUANTITY_SHORTAGE,TXN-A-001716,TXN-B-001676,TXN-A-001716-L3446,TXN-B-001676-L3447,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1777,QUANTITY_SHORTAGE,TXN-A-001717,TXN-B-001677,TXN-A-001717-L3448,TXN-B-001677-L3449,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1778,QUANTITY_SHORTAGE,TXN-A-001718,TXN-B-001678,TXN-A-001718-L3450,TXN-B-001678-L3451,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1779,QUANTITY_SHORTAGE,TXN-A-001719,TXN-B-001679,TXN-A-001719-L3452,TXN-B-001679-L3453,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1780,QUANTITY_SHORTAGE,TXN-A-001720,TXN-B-001680,TXN-A-001720-L3454,TXN-B-001680-L3455,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1781,QUANTITY_SHORTAGE,TXN-A-001721,TXN-B-001681,TXN-A-001721-L3456,TXN-B-001681-L3457,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1782,QUANTITY_SHORTAGE,TXN-A-001722,TXN-B-001682,TXN-A-001722-L3458,TXN-B-001682-L3459,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1783,QUANTITY_SHORTAGE,TXN-A-001723,TXN-B-001683,TXN-A-001723-L3460,TXN-B-001683-L3461,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1784,QUANTITY_SHORTAGE,TXN-A-001724,TXN-B-001684,TXN-A-001724-L3462,TXN-B-001684-L3463,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1785,QUANTITY_SHORTAGE,TXN-A-001725,TXN-B-001685,TXN-A-001725-L3464,TXN-B-001685-L3465,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity less than Source B
SCN-1786,QUANTITY_EXCESS,TXN-A-001726,TXN-B-001686,TXN-A-001726-L3466,TXN-B-001686-L3467,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1787,QUANTITY_EXCESS,TXN-A-001727,TXN-B-001687,TXN-A-001727-L3468,TXN-B-001687-L3469,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1788,QUANTITY_EXCESS,TXN-A-001728,TXN-B-001688,TXN-A-001728-L3470,TXN-B-001688-L3471,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1789,QUANTITY_EXCESS,TXN-A-001729,TXN-B-001689,TXN-A-001729-L3472,TXN-B-001689-L3473,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1790,QUANTITY_EXCESS,TXN-A-001730,TXN-B-001690,TXN-A-001730-L3474,TXN-B-001690-L3475,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1791,QUANTITY_EXCESS,TXN-A-001731,TXN-B-001691,TXN-A-001731-L3476,TXN-B-001691-L3477,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1792,QUANTITY_EXCESS,TXN-A-001732,TXN-B-001692,TXN-A-001732-L3478,TXN-B-001692-L3479,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1793,QUANTITY_EXCESS,TXN-A-001733,TXN-B-001693,TXN-A-001733-L3480,TXN-B-001693-L3481,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1794,QUANTITY_EXCESS,TXN-A-001734,TXN-B-001694,TXN-A-001734-L3482,TXN-B-001694-L3483,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1795,QUANTITY_EXCESS,TXN-A-001735,TXN-B-001695,TXN-A-001735-L3484,TXN-B-001695-L3485,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1796,QUANTITY_EXCESS,TXN-A-001736,TXN-B-001696,TXN-A-001736-L3486,TXN-B-001696-L3487,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1797,QUANTITY_EXCESS,TXN-A-001737,TXN-B-001697,TXN-A-001737-L3488,TXN-B-001697-L3489,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1798,QUANTITY_EXCESS,TXN-A-001738,TXN-B-001698,TXN-A-001738-L3490,TXN-B-001698-L3491,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1799,QUANTITY_EXCESS,TXN-A-001739,TXN-B-001699,TXN-A-001739-L3492,TXN-B-001699-L3493,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1800,QUANTITY_EXCESS,TXN-A-001740,TXN-B-001700,TXN-A-001740-L3494,TXN-B-001700-L3495,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1801,QUANTITY_EXCESS,TXN-A-001741,TXN-B-001701,TXN-A-001741-L3496,TXN-B-001701-L3497,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1802,QUANTITY_EXCESS,TXN-A-001742,TXN-B-001702,TXN-A-001742-L3498,TXN-B-001702-L3499,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1803,QUANTITY_EXCESS,TXN-A-001743,TXN-B-001703,TXN-A-001743-L3500,TXN-B-001703-L3501,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1804,QUANTITY_EXCESS,TXN-A-001744,TXN-B-001704,TXN-A-001744-L3502,TXN-B-001704-L3503,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1805,QUANTITY_EXCESS,TXN-A-001745,TXN-B-001705,TXN-A-001745-L3504,TXN-B-001705-L3505,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1806,QUANTITY_EXCESS,TXN-A-001746,TXN-B-001706,TXN-A-001746-L3506,TXN-B-001706-L3507,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1807,QUANTITY_EXCESS,TXN-A-001747,TXN-B-001707,TXN-A-001747-L3508,TXN-B-001707-L3509,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1808,QUANTITY_EXCESS,TXN-A-001748,TXN-B-001708,TXN-A-001748-L3510,TXN-B-001708-L3511,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1809,QUANTITY_EXCESS,TXN-A-001749,TXN-B-001709,TXN-A-001749-L3512,TXN-B-001709-L3513,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1810,QUANTITY_EXCESS,TXN-A-001750,TXN-B-001710,TXN-A-001750-L3514,TXN-B-001710-L3515,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1811,QUANTITY_EXCESS,TXN-A-001751,TXN-B-001711,TXN-A-001751-L3516,TXN-B-001711-L3517,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1812,QUANTITY_EXCESS,TXN-A-001752,TXN-B-001712,TXN-A-001752-L3518,TXN-B-001712-L3519,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1813,QUANTITY_EXCESS,TXN-A-001753,TXN-B-001713,TXN-A-001753-L3520,TXN-B-001713-L3521,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1814,QUANTITY_EXCESS,TXN-A-001754,TXN-B-001714,TXN-A-001754-L3522,TXN-B-001714-L3523,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1815,QUANTITY_EXCESS,TXN-A-001755,TXN-B-001715,TXN-A-001755-L3524,TXN-B-001715-L3525,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1816,QUANTITY_EXCESS,TXN-A-001756,TXN-B-001716,TXN-A-001756-L3526,TXN-B-001716-L3527,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1817,QUANTITY_EXCESS,TXN-A-001757,TXN-B-001717,TXN-A-001757-L3528,TXN-B-001717-L3529,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1818,QUANTITY_EXCESS,TXN-A-001758,TXN-B-001718,TXN-A-001758-L3530,TXN-B-001718-L3531,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1819,QUANTITY_EXCESS,TXN-A-001759,TXN-B-001719,TXN-A-001759-L3532,TXN-B-001719-L3533,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1820,QUANTITY_EXCESS,TXN-A-001760,TXN-B-001720,TXN-A-001760-L3534,TXN-B-001720-L3535,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1821,QUANTITY_EXCESS,TXN-A-001761,TXN-B-001721,TXN-A-001761-L3536,TXN-B-001721-L3537,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1822,QUANTITY_EXCESS,TXN-A-001762,TXN-B-001722,TXN-A-001762-L3538,TXN-B-001722-L3539,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1823,QUANTITY_EXCESS,TXN-A-001763,TXN-B-001723,TXN-A-001763-L3540,TXN-B-001723-L3541,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1824,QUANTITY_EXCESS,TXN-A-001764,TXN-B-001724,TXN-A-001764-L3542,TXN-B-001724-L3543,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1825,QUANTITY_EXCESS,TXN-A-001765,TXN-B-001725,TXN-A-001765-L3544,TXN-B-001725-L3545,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1826,QUANTITY_EXCESS,TXN-A-001766,TXN-B-001726,TXN-A-001766-L3546,TXN-B-001726-L3547,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1827,QUANTITY_EXCESS,TXN-A-001767,TXN-B-001727,TXN-A-001767-L3548,TXN-B-001727-L3549,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1828,QUANTITY_EXCESS,TXN-A-001768,TXN-B-001728,TXN-A-001768-L3550,TXN-B-001728-L3551,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1829,QUANTITY_EXCESS,TXN-A-001769,TXN-B-001729,TXN-A-001769-L3552,TXN-B-001729-L3553,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1830,QUANTITY_EXCESS,TXN-A-001770,TXN-B-001730,TXN-A-001770-L3554,TXN-B-001730-L3555,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1831,QUANTITY_EXCESS,TXN-A-001771,TXN-B-001731,TXN-A-001771-L3556,TXN-B-001731-L3557,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1832,QUANTITY_EXCESS,TXN-A-001772,TXN-B-001732,TXN-A-001772-L3558,TXN-B-001732-L3559,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1833,QUANTITY_EXCESS,TXN-A-001773,TXN-B-001733,TXN-A-001773-L3560,TXN-B-001733-L3561,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1834,QUANTITY_EXCESS,TXN-A-001774,TXN-B-001734,TXN-A-001774-L3562,TXN-B-001734-L3563,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1835,QUANTITY_EXCESS,TXN-A-001775,TXN-B-001735,TXN-A-001775-L3564,TXN-B-001735-L3565,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
SCN-1836,QUANTITY_EXCESS,TXN-A-001776,TXN-B-001736,TXN-A-001776-L3566,TXN-B-001736-L3567,EXACT_PRIMARY_ID,QUANTITY_DIFFERENCE,Y,Source A quantity exceeds Source B
