source_a_line_id,source_a_transaction_id,source_b_line_id,source_b_transaction_id,match_method,confidence_score,identity_status,quantity_status,price_status,amount_status,reconciliation_status,review_required,quantity_difference,price_difference,amount_difference,source_a_product_id,source_b_product_id,source_a_product_name,source_b_product_name,source_a_amount,source_b_amount,source_a_quantity,source_b_quantity,source_a_unit_price,source_b_unit_price,signed_exposure,absolute_exposure,quantity_exposure,price_exposure,amount_exposure,unresolved_exposure,review_exposure
TXN-A-001712-L3438,TXN-A-001712,TXN-B-001844-L3783,TXN-B-001844,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_VARIANCE,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,2.96,-2.24,77.65,PRD-0145,PRD-0145,ZENITH Screwdriver Set 10 W,ZENITH Screwdriver Set 10 W,335.37,257.72,10.50,7.54,31.94,34.18,77.65,77.65,101.17,23.52,0.00,0.00,77.65
TXN-A-001713-L3440,TXN-A-001713,TXN-B-001165-L2330,TXN-B-001165,EXACT_PRODUCT_CODE,95.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,5.59,0.00,538.60,PRD-0138,PRD-8514,NEXUS Scissors 500 MG,NEXUS Scissors 500 MG,1078.16,539.56,11.19,5.60,96.35,96.35,538.60,538.60,538.60,0.00,0.00,0.00,538.60
TXN-A-001714-L3442,TXN-A-001714,TXN-B-001696-L3487,TXN-B-001696,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,7.65,0.00,243.96,PRD-0133,PRD-0133,ZENITH Glue Stick 250 MG,ZENITH Glue Stick 250 MG,392.57,148.61,12.31,4.66,31.89,31.89,243.96,243.96,243.96,0.00,0.00,0.00,243.96
TXN-A-001715-L3444,TXN-A-001715,TXN-B-002079-L4358,TXN-B-002079,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,2.79,0.00,70.59,PRD-0010,PRD-0010,ZENITH Laundry Detergent 1.5 V,ZENITH Laundry Detergent 1.5 V,141.68,71.09,5.60,2.81,25.30,25.30,70.59,70.59,70.59,0.00,0.00,0.00,70.59
TXN-A-001716-L3446,TXN-A-001716,TXN-B-001676-L3447,TXN-B-001676,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_SHORTAGE,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,-2.16,0.00,-68.90,PRD-0122,PRD-0122,AURORA Notebook 5000 MAH,AURORA Notebook 5000 MAH,108.78,177.68,3.41,5.57,31.90,31.90,-68.90,68.90,68.90,0.00,0.00,0.00,68.90
TXN-A-001717-L3448,TXN-A-001717,TXN-B-001260-L2520,TXN-B-001260,NORMALIZED_NAME,90.00,IDENTITY_MATCHED,QUANTITY_SHORTAGE,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,-1.49,0.00,-38.24,PRD-0096,PRD-7336,NEXUS Lotion 1 KG,NEXUS Lotion 1 KG,173.02,211.26,6.74,8.23,25.67,25.67,-38.24,38.24,38.25,0.00,0.00,0.00,38.24
TXN-A-001718-L3450,TXN-A-001718,TXN-B-002089-L4378,TXN-B-002089,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,8.27,0.00,756.38,PRD-0146,PRD-0146,AURORA Screwdriver Set 500 ML,AURORA Screwdriver Set 500 ML,1055.45,299.07,11.54,3.27,91.46,91.46,756.38,756.38,756.37,0.00,0.01,0.00,756.38
TXN-A-001719-L3452,TXN-A-001719,,,GENERIC_STRENGTH_EQUIVALENT,85.00,IDENTITY_UNMATCHED,QUANTITY_NOT_APPLICABLE,PRICE_NOT_APPLICABLE,AMOUNT_NOT_APPLICABLE,UNRESOLVED,Y,,,,PRD-0148,,ZENITH Wrench Set 30 CM,,871.43,0.00,7.45,,116.97,,871.43,871.43,0.00,0.00,871.43,871.43,871.43
TXN-A-001720-L3454,TXN-A-001720,TXN-B-001906-L3907,TXN-B-001906,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,6.16,0.00,603.49,PRD-0011,PRD-0011,AURORA Laundry Detergent 2000 MAH,AURORA Laundry Detergent 2000 MAH,900.34,296.85,9.19,3.03,97.97,97.97,603.49,603.49,603.50,0.00,0.00,0.00,603.49
TXN-A-001721-L3456,TXN-A-001721,TXN-B-001903-L3901,TXN-B-001903,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,4.53,0.00,97.03,PRD-0121,PRD-0121,ZENITH Notebook 1 L,ZENITH Notebook 1 L,200.92,103.89,9.38,4.85,21.42,21.42,97.03,97.03,97.03,0.00,0.00,0.00,97.03
TXN-A-001722-L3458,TXN-A-001722,TXN-B-001191-L2382,TXN-B-001191,EXACT_PRODUCT_CODE,95.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,1.72,0.00,122.50,PRD-0136,PRD-8546,ZENITH Scissors 3 V,ZENITH Scissors 3 V,223.63,101.13,3.14,1.42,71.22,71.22,122.50,122.50,122.50,0.00,0.00,0.00,122.50
TXN-A-001723-L3460,TXN-A-001723,TXN-B-001882-L3859,TXN-B-001882,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,7.62,0.00,888.80,PRD-0087,PRD-0087,NEXUS Deodorant 9 V,NEXUS Deodorant 9 V,1435.84,547.04,12.31,4.69,116.64,116.64,888.80,888.80,888.80,0.00,0.00,0.00,888.80
TXN-A-001724-L3462,TXN-A-001724,TXN-B-001684-L3463,TXN-B-001684,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_SHORTAGE,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,-3.00,0.00,-218.91,PRD-0058,PRD-0058,ZENITH Screen Protector 3 V,ZENITH Screen Protector 3 V,296.26,515.17,4.06,7.06,72.97,72.97,-218.91,218.91,218.91,0.00,0.00,0.00,218.91
TXN-A-001725-L3464,TXN-A-001725,TXN-B-001685-L3465,TXN-B-001685,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_SHORTAGE,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,-2.60,0.00,-261.40,PRD-0112,PRD-0112,ZENITH Kitchen Towel 30 CM,ZENITH Kitchen Towel 30 CM,677.64,939.04,6.74,9.34,100.54,100.54,-261.40,261.40,261.40,0.00,0.00,0.00,261.40
TXN-A-001726-L3466,TXN-A-001726,TXN-B-001729-L3553,TXN-B-001729,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,4.89,0.00,155.94,PRD-0133,PRD-0133,ZENITH Glue Stick 250 MG,ZENITH Glue Stick 250 MG,434.02,278.08,13.61,8.72,31.89,31.89,155.94,155.94,155.94,0.00,0.00,0.00,155.94
TXN-A-001727-L3468,TXN-A-001727,TXN-B-001178-L2356,TXN-B-001178,EXACT_PRODUCT_CODE,95.00,IDENTITY_MATCHED,QUANTITY_SHORTAGE,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,-0.99,0.00,-27.50,PRD-0046,PRD-8327,ZENITH Tape Dispenser 250 ML,ZENITH Tape Dispenser 250 ML,221.96,249.46,7.99,8.98,27.78,27.78,-27.50,27.50,27.50,0.00,0.00,0.00,27.50
TXN-A-001728-L3470,TXN-A-001728,TXN-B-001406-L2812,TXN-B-001406,FUZZY_NAME,91.20,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,8.34,0.00,791.14,PRD-0129,PRD-5853,NEXUS Colored Pencil Set 750 ML,SUMMIT Colored Pencil Set 750 ML,1249.31,458.17,13.17,4.83,94.86,94.86,791.14,791.14,791.13,0.00,0.01,0.00,791.14
TXN-A-001729-L3472,TXN-A-001729,TXN-B-001434-L2868,TXN-B-001434,FUZZY_NAME,89.80,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,5.58,0.00,216.67,PRD-0068,PRD-5605,AURORA HDMI Cable 10000 MAH,PRISM HDMI Cable 10000 MAH,551.77,335.10,14.21,8.63,38.83,38.83,216.67,216.67,216.67,0.00,0.00,0.00,216.67
TXN-A-001730-L3474,TXN-A-001730,,,POSSIBLE_SUBSTITUTE,70.00,IDENTITY_UNMATCHED,QUANTITY_NOT_APPLICABLE,PRICE_NOT_APPLICABLE,AMOUNT_NOT_APPLICABLE,UNRESOLVED,Y,,,,PRD-0085,,ZENITH Deodorant 200 G,,1252.65,0.00,14.50,,86.39,,1252.65,1252.65,0.00,0.00,1252.65,1252.65,1252.65
TXN-A-001731-L3476,TXN-A-001731,TXN-B-001450-L2900,TXN-B-001450,FUZZY_NAME,80.00,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_VARIANCE,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,12.32,-20.13,717.29,PRD-0117,PRD-5665,NEXUS Can Opener 5 W,HELIX Can Opener 500 MG,827.70,110.41,13.69,1.37,60.46,80.59,717.29,717.29,992.87,275.58,0.00,0.00,717.29
TXN-A-001732-L3478,TXN-A-001732,TXN-B-001328-L2656,TXN-B-001328,NORMALIZED_NAME,90.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,7.41,0.00,98.55,PRD-0119,PRD-7483,AURORA Peeler 100 MG,AURORA Peeler 100 MG,177.42,78.87,13.34,5.93,13.30,13.30,98.55,98.55,98.55,0.00,0.00,0.00,98.55
TXN-A-001733-L3480,TXN-A-001733,TXN-B-001294-L2588,TXN-B-001294,NORMALIZED_NAME,90.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,1.09,0.00,43.66,PRD-0144,PRD-7986,NEXUS Marker Set 250 ML,NEXUS Marker Set 250 ML,341.23,297.57,8.52,7.43,40.05,40.05,43.66,43.66,43.65,0.00,0.01,0.00,43.66
TXN-A-001734-L3482,TXN-A-001734,TXN-B-001137-L2274,TXN-B-001137,EXACT_PRODUCT_CODE,95.00,IDENTITY_MATCHED,QUANTITY_SHORTAGE,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,-3.98,0.00,-375.16,PRD-0051,PRD-8349,NEXUS USB Cable 500 MG,NEXUS USB Cable 500 MG,511.83,886.99,5.43,9.41,94.26,94.26,-375.16,375.16,375.15,0.00,0.01,0.00,375.16
TXN-A-001735-L3484,TXN-A-001735,,,GENERIC_STRENGTH_EQUIVALENT,85.00,IDENTITY_UNMATCHED,QUANTITY_NOT_APPLICABLE,PRICE_NOT_APPLICABLE,AMOUNT_NOT_APPLICABLE,UNRESOLVED,Y,,,,PRD-0119,,AURORA Peeler 100 MG,,152.68,0.00,11.48,,13.30,,152.68,152.68,0.00,0.00,152.68,152.68,152.68
TXN-A-001736-L3486,TXN-A-001736,TXN-B-001763-L3621,TXN-B-001763,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_VARIANCE,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,2.81,-2.30,78.89,PRD-0133,PRD-0133,ZENITH Glue Stick 250 MG,ZENITH Glue Stick 250 MG,238.22,159.33,7.47,4.66,31.89,34.19,78.89,78.89,96.07,17.18,0.00,0.00,78.89
TXN-A-001737-L3488,TXN-A-001737,TXN-B-001739-L3573,TXN-B-001739,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_SHORTAGE,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,-6.55,0.00,-583.02,PRD-0150,PRD-0150,NEXUS Wrench Set 9 V,NEXUS Wrench Set 9 V,571.44,1154.46,6.42,12.97,89.01,89.01,-583.02,583.02,583.02,0.00,0.00,0.00,583.02
TXN-A-001738-L3490,TXN-A-001738,TXN-B-001926-L3947,TXN-B-001926,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,6.02,0.00,73.81,PRD-0076,PRD-0076,ZENITH Shampoo 200 G,ZENITH Shampoo 200 G,113.65,39.84,9.27,3.25,12.26,12.26,73.81,73.81,73.81,0.00,0.00,0.00,73.81
TXN-A-001739-L3492,TXN-A-001739,TXN-B-001699-L3493,TXN-B-001699,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,2.66,0.00,267.44,PRD-0112,PRD-0112,ZENITH Kitchen Towel 30 CM,ZENITH Kitchen Towel 30 CM,703.78,436.34,7.00,4.34,100.54,100.54,267.44,267.44,267.44,0.00,0.00,0.00,267.44
TXN-A-001740-L3494,TXN-A-001740,TXN-B-001229-L2458,TXN-B-001229,EXACT_PRODUCT_CODE,95.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,7.14,0.00,833.09,PRD-0003,PRD-8760,NEXUS All Purpose Cleaner 250 ML,NEXUS All Purpose Cleaner 250 ML,1607.85,774.76,13.78,6.64,116.68,116.68,833.09,833.09,833.10,0.00,0.00,0.00,833.09
TXN-A-001741-L3496,TXN-A-001741,TXN-B-001920-L3935,TXN-B-001920,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,3.54,0.00,80.00,PRD-0073,PRD-0073,ZENITH Hand Soap 250 MG,ZENITH Hand Soap 250 MG,185.77,105.77,8.22,4.68,22.60,22.60,80.00,80.00,80.00,0.00,0.00,0.00,80.00
TXN-A-001742-L3498,TXN-A-001742,TXN-B-001868-L3831,TXN-B-001868,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_SHORTAGE,PRICE_VARIANCE,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,-3.51,-1.37,-135.27,PRD-0001,PRD-0001,ZENITH All Purpose Cleaner 10 IN,ZENITH All Purpose Cleaner 10 IN,228.29,363.56,6.60,10.11,34.59,35.96,-135.27,135.27,126.22,9.04,0.01,0.00,135.27
TXN-A-001743-L3500,TXN-A-001743,TXN-B-001330-L2660,TXN-B-001330,NORMALIZED_NAME,90.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,5.59,0.00,511.26,PRD-0146,PRD-7564,AURORA Screwdriver Set 500 ML,AURORA Screwdriver Set 500 ML,1274.04,762.78,13.93,8.34,91.46,91.46,511.26,511.26,511.26,0.00,0.00,0.00,511.26
TXN-A-001744-L3502,TXN-A-001744,TXN-B-001160-L2320,TXN-B-001160,EXACT_PRODUCT_CODE,95.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,1.64,0.00,52.38,PRD-0145,PRD-8201,ZENITH Screwdriver Set 10 W,ZENITH Screwdriver Set 10 W,160.34,107.96,5.02,3.38,31.94,31.94,52.38,52.38,52.38,0.00,0.00,0.00,52.38
TXN-A-001745-L3504,TXN-A-001745,TXN-B-001176-L2352,TXN-B-001176,FUZZY_NAME,84.00,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_VARIANCE,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,2.85,-64.61,-467.78,PRD-0015,PRD-8664,NEXUS Fabric Softener 200 G,AURORA Fabric Softener 250 MG,577.09,1044.87,12.18,9.33,47.38,111.99,-467.78,467.78,319.17,786.95,0.00,0.00,467.78
TXN-A-001746-L3506,TXN-A-001746,TXN-B-001447-L2894,TXN-B-001447,FUZZY_NAME,92.90,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,8.71,0.00,595.94,PRD-0104,PRD-5831,AURORA Measuring Cup 10000 MAH,SPECTRA Measuring Cup 10000 MAH,791.62,195.68,11.57,2.86,68.42,68.42,595.94,595.94,595.94,0.00,0.00,0.00,595.94
TXN-A-001747-L3508,TXN-A-001747,TXN-B-001885-L3865,TXN-B-001885,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,3.67,0.00,166.58,PRD-0139,PRD-0139,ZENITH Eraser Pack 500 G,ZENITH Eraser Pack 500 G,233.30,66.72,5.14,1.47,45.39,45.39,166.58,166.58,166.58,0.00,0.00,0.00,166.58
TXN-A-001748-L3510,TXN-A-001748,TXN-B-001419-L2838,TXN-B-001419,FUZZY_NAME,90.50,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,3.86,0.00,84.77,PRD-0033,PRD-5901,NEXUS Binder Clip Box 45 CM,TITAN Binder Clip Box 45 CM,276.04,191.27,12.57,8.71,21.96,21.96,84.77,84.77,84.77,0.00,0.00,0.00,84.77
TXN-A-001749-L3512,TXN-A-001749,TXN-B-001451-L2902,TXN-B-001451,FUZZY_NAME,91.20,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,11.20,0.00,1062.44,PRD-0129,PRD-5790,NEXUS Colored Pencil Set 750 ML,SPECTRA Colored Pencil Set 750 ML,1296.74,234.30,13.67,2.47,94.86,94.86,1062.44,1062.44,1062.43,0.00,0.01,0.00,1062.44
TXN-A-001750-L3514,TXN-A-001750,TXN-B-001928-L3951,TXN-B-001928,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,7.09,0.00,412.22,PRD-0016,PRD-0016,ZENITH Surface Wipes 60 CM,ZENITH Surface Wipes 60 CM,667.45,255.23,11.48,4.39,58.14,58.14,412.22,412.22,412.21,0.00,0.01,0.00,412.22
TXN-A-001751-L3516,TXN-A-001751,TXN-B-001876-L3847,TXN-B-001876,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_VARIANCE,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,4.00,-2.08,243.55,PRD-0100,PRD-0100,ZENITH Mixing Bowl Set 250 ML,ZENITH Mixing Bowl Set 250 ML,527.30,283.75,8.35,4.35,63.15,65.23,243.55,243.55,260.92,17.37,0.00,0.00,243.55
TXN-A-001752-L3518,TXN-A-001752,,,POSSIBLE_SUBSTITUTE,70.00,IDENTITY_UNMATCHED,QUANTITY_NOT_APPLICABLE,PRICE_NOT_APPLICABLE,AMOUNT_NOT_APPLICABLE,UNRESOLVED,Y,,,,PRD-0025,,ZENITH Ballpoint Pen 1 KG,,302.20,0.00,8.15,,37.08,,302.20,302.20,0.00,0.00,302.20,302.20,302.20
TXN-A-001753-L3520,TXN-A-001753,TXN-B-001713-L3521,TXN-B-001713,EXACT_PRIMARY_ID,100.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,1.83,0.00,58.06,PRD-0057,PRD-0057,NEXUS Phone Case 1 L,NEXUS Phone Case 1 L,373.46,315.40,11.77,9.94,31.73,31.73,58.06,58.06,58.07,0.00,0.00,0.00,58.06
TXN-A-001754-L3522,TXN-A-001754,TXN-B-002061-L4322,TXN-B-002061,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,4.47,0.00,89.40,PRD-0090,PRD-0090,NEXUS Face Cream 100 MG,NEXUS Face Cream 100 MG,116.00,26.60,5.80,1.33,20.00,20.00,89.40,89.40,89.40,0.00,0.00,0.00,89.40
TXN-A-001755-L3524,TXN-A-001755,TXN-B-001435-L2870,TXN-B-001435,FUZZY_NAME,84.20,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_VARIANCE,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,3.69,-17.92,180.09,PRD-0081,PRD-5553,NEXUS Body Wash 500 G,PRISM Body Wash 200 G,296.00,115.91,5.25,1.56,56.38,74.30,180.09,180.09,274.17,94.08,0.00,0.00,180.09
TXN-A-001756-L3526,TXN-A-001756,TXN-B-001476-L2952,TXN-B-001476,FUZZY_NAME,95.50,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_VARIANCE,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,3.65,-44.73,-310.40,PRD-0080,PRD-4158,AURORA Body Wash 500 MG,AURORA Body Wash 500 100 G,134.44,444.84,11.54,7.89,11.65,56.38,-310.40,310.40,205.79,516.18,0.00,0.00,310.40
TXN-A-001757-L3528,TXN-A-001757,TXN-B-001905-L3905,TXN-B-001905,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,4.27,0.00,41.20,PRD-0013,PRD-0013,ZENITH Fabric Softener 1 L,ZENITH Fabric Softener 1 L,69.67,28.47,7.22,2.95,9.65,9.65,41.20,41.20,41.21,0.00,0.00,0.00,41.20
TXN-A-001758-L3530,TXN-A-001758,TXN-B-002052-L4304,TXN-B-002052,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,3.07,0.00,65.76,PRD-0121,PRD-0121,ZENITH Notebook 1 L,ZENITH Notebook 1 L,219.13,153.37,10.23,7.16,21.42,21.42,65.76,65.76,65.76,0.00,0.00,0.00,65.76
TXN-A-001759-L3532,TXN-A-001759,TXN-B-001441-L2882,TXN-B-001441,FUZZY_NAME,86.30,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_VARIANCE,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,5.64,54.08,814.76,PRD-0008,PRD-5045,AURORA Dish Liquid 10000 MAH,SPECTRA Dish Liquid 5000 MAH,1011.21,196.45,9.04,3.40,111.86,57.78,814.76,814.76,325.88,488.88,0.00,0.00,814.76
TXN-A-001760-L3534,TXN-A-001760,,,GENERIC_STRENGTH_EQUIVALENT,85.00,IDENTITY_UNMATCHED,QUANTITY_NOT_APPLICABLE,PRICE_NOT_APPLICABLE,AMOUNT_NOT_APPLICABLE,UNRESOLVED,Y,,,,PRD-0080,,AURORA Body Wash 500 MG,,88.31,0.00,7.58,,11.65,,88.31,88.31,0.00,0.00,88.31,88.31,88.31
TXN-A-001761-L3536,TXN-A-001761,TXN-B-001466-L2932,TXN-B-001466,FUZZY_NAME,86.40,IDENTITY_SUBSTITUTE,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,12.54,0.00,568.69,PRD-0052,PRD-5835,ZENITH Power Adapter 20 W,AURORA Power Adapter 20 W,618.12,49.43,13.63,1.09,45.35,45.35,568.69,568.69,568.69,0.00,0.00,0.00,568.69
TXN-A-001762-L3538,TXN-A-001762,,,GENERIC_STRENGTH_EQUIVALENT,85.00,IDENTITY_UNMATCHED,QUANTITY_NOT_APPLICABLE,PRICE_NOT_APPLICABLE,AMOUNT_NOT_APPLICABLE,UNRESOLVED,Y,,,,PRD-0082,,ZENITH Toothpaste 500 MG,,1038.13,0.00,11.24,,92.36,,1038.13,1038.13,0.00,0.00,1038.13,1038.13,1038.13
TXN-A-001763-L3540,TXN-A-001763,TXN-B-001909-L3913,TXN-B-001909,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,10.59,0.00,285.19,PRD-0026,PRD-0026,AURORA Ballpoint Pen 250 ML,AURORA Ballpoint Pen 250 ML,391.56,106.37,14.54,3.95,26.93,26.93,285.19,285.19,285.19,0.00,0.00,0.00,285.19
TXN-A-001764-L3542,TXN-A-001764,TXN-B-001839-L3773,TXN-B-001839,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,4.00,0.00,374.97,PRD-0137,PRD-0137,AURORA Scissors 100 MG,AURORA Scissors 100 MG,523.75,148.78,5.57,1.57,94.03,94.03,374.97,374.97,376.12,0.00,0.00,0.00,374.97
TXN-A-001765-L3544,TXN-A-001765,TXN-B-001311-L2622,TXN-B-001311,NORMALIZED_NAME,90.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,3.25,0.00,147.52,PRD-0139,PRD-7412,ZENITH Eraser Pack 500 G,ZENITH Eraser Pack 500 G,551.94,404.42,12.16,8.91,45.39,45.39,147.52,147.52,147.52,0.00,0.00,0.00,147.52
TXN-A-001766-L3546,TXN-A-001766,TXN-B-001734-L3563,TXN-B-001734,EXACT_BARCODE,97.00,IDENTITY_MATCHED,QUANTITY_EXCESS,PRICE_MATCHED,AMOUNT_VARIANCE,QUANTITY_AND_AMOUNT_DIFFERENCE,Y,4.19,0.00,86.86,PRD-0132,PRD-0132,NEXUS Ruler Set 60 CM,NEXUS Ruler Set 60 CM,182.22,95.36,8.79,4.60,20.73,20.73,86.86,86.86,86.86,0.00,0.00,0.00,86.86
