table,field,issue_type,severity,description,record_key
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5095' not found in master data,PRD-5095
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5261' not found in master data,PRD-5261
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5677' not found in master data,PRD-5677
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5063' not found in master data,PRD-5063
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5166' not found in master data,PRD-5166
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5831' not found in master data,PRD-5831
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5949' not found in master data,PRD-5949
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5625' not found in master data,PRD-5625
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5665' not found in master data,PRD-5665
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5790' not found in master data,PRD-5790
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5812' not found in master data,PRD-5812
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5834' not found in master data,PRD-5834
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5035' not found in master data,PRD-5035
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5087' not found in master data,PRD-5087
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5379' not found in master data,PRD-5379
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5661' not found in master data,PRD-5661
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5560' not found in master data,PRD-5560
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5143' not found in master data,PRD-5143
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5892' not found in master data,PRD-5892
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5918' not found in master data,PRD-5918
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5020' not found in master data,PRD-5020
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5826' not found in master data,PRD-5826
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5247' not found in master data,PRD-5247
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5903' not found in master data,PRD-5903
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5835' not found in master data,PRD-5835
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5957' not found in master data,PRD-5957
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5950' not found in master data,PRD-5950
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5582' not found in master data,PRD-5582
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-5479' not found in master data,PRD-5479
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4426' not found in master data,PRD-4426
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4264' not found in master data,PRD-4264
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4882' not found in master data,PRD-4882
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4484' not found in master data,PRD-4484
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4768' not found in master data,PRD-4768
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4158' not found in master data,PRD-4158
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4402' not found in master data,PRD-4402
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4409' not found in master data,PRD-4409
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4366' not found in master data,PRD-4366
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4246' not found in master data,PRD-4246
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4953' not found in master data,PRD-4953
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4293' not found in master data,PRD-4293
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4382' not found in master data,PRD-4382
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4701' not found in master data,PRD-4701
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4195' not found in master data,PRD-4195
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4129' not found in master data,PRD-4129
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4496' not found in master data,PRD-4496
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4143' not found in master data,PRD-4143
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4228' not found in master data,PRD-4228
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4279' not found in master data,PRD-4279
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4441' not found in master data,PRD-4441
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4054' not found in master data,PRD-4054
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4011' not found in master data,PRD-4011
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4235' not found in master data,PRD-4235
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4973' not found in master data,PRD-4973
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4546' not found in master data,PRD-4546
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4304' not found in master data,PRD-4304
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4501' not found in master data,PRD-4501
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4335' not found in master data,PRD-4335
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4868' not found in master data,PRD-4868
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4623' not found in master data,PRD-4623
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4304' not found in master data,PRD-4304
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4319' not found in master data,PRD-4319
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4887' not found in master data,PRD-4887
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4794' not found in master data,PRD-4794
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4234' not found in master data,PRD-4234
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4506' not found in master data,PRD-4506
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4427' not found in master data,PRD-4427
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4829' not found in master data,PRD-4829
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4871' not found in master data,PRD-4871
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4592' not found in master data,PRD-4592
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4023' not found in master data,PRD-4023
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4842' not found in master data,PRD-4842
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4574' not found in master data,PRD-4574
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-4902' not found in master data,PRD-4902
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3907' not found in master data,PRD-3907
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3020' not found in master data,PRD-3020
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3816' not found in master data,PRD-3816
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3954' not found in master data,PRD-3954
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3095' not found in master data,PRD-3095
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3134' not found in master data,PRD-3134
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3344' not found in master data,PRD-3344
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3106' not found in master data,PRD-3106
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3886' not found in master data,PRD-3886
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3302' not found in master data,PRD-3302
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3209' not found in master data,PRD-3209
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3723' not found in master data,PRD-3723
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3860' not found in master data,PRD-3860
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3267' not found in master data,PRD-3267
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3267' not found in master data,PRD-3267
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3437' not found in master data,PRD-3437
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3051' not found in master data,PRD-3051
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3043' not found in master data,PRD-3043
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3354' not found in master data,PRD-3354
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3332' not found in master data,PRD-3332
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3927' not found in master data,PRD-3927
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3793' not found in master data,PRD-3793
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3810' not found in master data,PRD-3810
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3221' not found in master data,PRD-3221
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3709' not found in master data,PRD-3709
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3880' not found in master data,PRD-3880
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3063' not found in master data,PRD-3063
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3298' not found in master data,PRD-3298
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3190' not found in master data,PRD-3190
source_b_lines,product_id,MISSING_MASTER_RECORD,BUSINESS_ANOMALY,Product 'PRD-3709' not found in master data,PRD-3709
